time,centroidA_x,centroidA_y,centroidA_z,centroidB_x,centroidB_y,centroidB_z,distance,rel_velocity,angle_deg,bounds_intersect,boundsA_min_x,boundsA_min_y,boundsA_min_z,boundsA_max_x,boundsA_max_y,boundsA_max_z,boundsB_min_x,boundsB_min_y,boundsB_min_z,boundsB_max_x,boundsB_max_y,boundsB_max_z,boundsB_min_world_x,boundsB_min_world_y,boundsB_min_world_z,boundsB_max_world_x,boundsB_max_world_y,boundsB_max_world_z
3.55,-0.0205,1.5774,-2.4565,5.8700,1.5250,5.3100,9.7478,1.1109,0.00,True,-1.2359,-1.7080,-1.8132,1.2765,1.6038,3.1702,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.55,-0.0205,1.5774,-2.4565,-5.3498,1.5250,5.3099,9.4192,1.1109,0.00,True,-1.2359,-1.7080,-1.8132,1.2765,1.6038,3.1702,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.65,-0.0229,1.5714,-2.3364,5.8700,1.5250,5.3100,9.6538,1.2033,0.00,True,-1.2520,-1.7142,-1.8529,1.2941,1.5977,3.1805,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.65,-0.0229,1.5714,-2.3364,-5.3498,1.5250,5.3099,9.3190,1.2033,0.00,True,-1.2520,-1.7142,-1.8529,1.2941,1.5977,3.1805,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.75,-0.0242,1.5681,-2.2085,5.8700,1.5250,5.3100,9.5536,1.2788,0.00,True,-1.2688,-1.7124,-1.8723,1.3049,1.5856,3.2021,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.75,-0.0242,1.5681,-2.2085,-5.3498,1.5250,5.3099,9.2136,1.2788,0.00,True,-1.2688,-1.7124,-1.8723,1.3049,1.5856,3.2021,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.85,-0.0239,1.5740,-2.0810,5.8700,1.5250,5.3100,9.4534,1.2769,0.00,True,-1.2751,-1.7079,-1.8393,1.2990,1.5759,3.2274,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.85,-0.0239,1.5740,-2.0810,-5.3498,1.5250,5.3099,9.1100,1.2769,0.00,True,-1.2751,-1.7079,-1.8393,1.2990,1.5759,3.2274,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.96,-0.0224,1.5743,-1.9511,5.8700,1.5250,5.3100,9.3513,1.2990,0.00,True,-1.2683,-1.7096,-1.8068,1.2794,1.5622,3.2448,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.96,-0.0224,1.5743,-1.9511,-5.3498,1.5250,5.3099,9.0058,1.2990,0.00,True,-1.2683,-1.7096,-1.8068,1.2794,1.5622,3.2448,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
4.06,-0.0184,1.5786,-1.8242,5.8700,1.5250,5.3100,9.2506,1.2705,0.00,True,-1.2580,-1.7105,-1.8721,1.2585,1.5586,3.2539,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
