collision_time,collider_a,collider_b,contact_x,contact_y,contact_z
32.40,Elephant,cube,7.445,2.090,6.291
32.41,Elephant,cube,7.445,2.090,6.291
32.41,Elephant,cube,7.445,2.090,6.291
32.41,Elephant,cube,7.445,2.090,6.291
32.42,Elephant,cube,7.445,2.090,6.291
32.42,Elephant,cube,7.445,2.090,6.291
32.42,Elephant,cube,7.445,2.090,6.291
32.43,Elephant,cube,7.445,2.090,6.291
32.43,Elephant,cube,7.445,2.090,6.291
32.44,Elephant,cube,7.445,2.090,6.292
32.44,Elephant,cube,7.445,2.090,6.292
32.44,Elephant,cube,7.445,2.090,6.292
32.45,Elephant,cube,7.445,2.090,6.292
32.45,Elephant,cube,7.445,2.090,6.292
32.45,Elephant,cube,7.445,2.090,6.292
32.46,Elephant,cube,7.445,2.090,6.292
32.46,Elephant,cube,7.445,2.090,6.292
32.46,Elephant,cube,7.445,2.090,6.292
32.47,Elephant,cube,7.445,1.650,6.288
32.47,Elephant,cube,7.445,2.090,6.292
32.49,Elephant,cube,7.445,2.090,6.292
32.50,Elephant,cube,7.445,2.090,6.297
32.50,Elephant,cube,7.445,2.090,6.298
32.51,Elephant,cube,7.445,2.090,6.300
32.51,Elephant,cube,7.445,2.090,6.300
32.51,Elephant,cube,7.445,2.090,6.300
32.52,Elephant,cube,7.445,2.090,6.300
32.52,Elephant,cube,7.445,2.090,6.300
32.52,Elephant,cube,7.445,2.090,6.300
32.53,Elephant,cube,7.445,2.090,6.300
32.53,Elephant,cube,7.445,2.090,6.300
32.54,Elephant,cube,7.445,2.090,6.300
32.54,Elephant,cube,7.445,2.090,6.300
32.54,Elephant,cube,7.445,2.090,6.300
32.55,Elephant,cube,7.445,2.090,6.300
32.55,Elephant,cube,7.445,2.090,6.300
32.55,Elephant,cube,7.445,2.090,6.300
32.56,Elephant,cube,7.445,2.090,6.300
32.56,Elephant,cube,7.445,2.090,6.300
32.56,Elephant,cube,7.445,2.090,6.300
32.57,Elephant,cube,7.445,2.090,6.300
32.57,Elephant,cube,7.445,1.650,6.296
32.57,Elephant,cube,7.445,2.090,6.300
